Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO310822D,"ago. 31, 2022",Norte , Amazonas , Manaus,1302603,Evento , Roda de Conversa,Outros,Jovens Ribeirinhos da Unidades de Conservação da Amazônia -AM,Data inicial: 31/08/2022 Data final: 02/09/2022,15; Vida Terrestre,,"Cultura​
Educação​",,Amazônia
FLO260422B,"abr. 26, 2022",Norte , Amazonas , Manicoré,1302702,Comunicativa, Nota de Repúdio,Outros,Conselho Nacional das Populações Extrativistas (CNS),Data inicial: 26/04/2022 Data final: 26/04/2022,15; Vida Terrestre,,"Defesa ambiental​
Desmatamento​
Florestania​",,Amazônia
FLO250922B,"set. 25, 2022",Norte , Amazonas , Novo Airão,1303205,Encontro , Reunião de Articulação,Outros,Povo Waimiri Atroari,,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Marco temporal​
Direito ao território​
Segurança Territorial​
Cultura​
Desmatamento​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",NI/09/2022,Amazônia
FLO030722A,"jul. 3, 2022",Norte , Amazonas , Santa Isabel do Rio Negro,1303601,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Povo Yanomami,,Data inicial: 01/07/2022 Data final: 03/07/2022,3; Saúde e Bem-Estar,,"Racismo institucional​
Políticas indigenistas​
Saúde indígena​",,Amazônia
FLO100122B,"jan. 10, 2022",Norte , Amazonas , São Gabriel da Cachoeira,1303809,Comunicativa, Carta Pública de Denúncia,Outros,Federação das Organizações Indígenas do Rio Negro- Foirn,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Direitos originários​",,NI
FLO031122A,"nov. 3, 2022",Norte , Amazonas , São Gabriel da Cachoeira,1303809,Comunicativa, Entrevista Concedida,Outros,Marivelton Barroso - Federação das Organizações Indígenas do Rio Negro (Foirn),,"3; Saúde e Bem-Estar
4; Educação de Qualidade
16; Paz Justiça e Instituições Eficazes",Governo Lula; Participação; Economia da Floresta,"Saúde indígena​
Segurança Territorial​
Cultura​
Educação​",NI/11/22,Amazônia
FLO061222A,"dez. 6, 2022",Norte , Amazonas , Tabatinga,1304062,Evento , Assembleia,Outros,Povo Ticuna,Data inicial: 01/12/2022 Data final: 04/12/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre
17; Parcerias e Meios de Implementação",,"Saúde indígena​
Educação​
Florestania​",,Amazônia
FLO070722B,"jul. 7, 2022",Norte , Amazonas , Tefé,1304203,Curso de formação,Oficina,Outros,Povo Tikuna; Povo Kambeba; Povo Kokama; Povo Apurinã; Povo Madija Kulina; Associação das Mulheres Indígenas do Médio Rio Solimões e Afluentes (AMIMSA-MRSA); União dos Povos Indígenas do Médio Solimões e Afluentes (UNIPI-MRSA),Data inicial: 28/06/2022 Data final: 30/06/2022,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Marco temporal​
Direito ao território​",,Amazônia
FLO110822B,"ago. 11, 2022",Norte , Amazonas , Tefé,1304203,Ocupação de espaço público ou privado ,Ocupação temporária de espaço público ,Outros,União dos Povos Indígenas do Médio Solimões e Afluentes (UNIPI-MSA); Povo Kokama; Povo Kambeba; Povo Kaixana; Povo Miranha; Povo Madija Kulina; Povo Tikuna; Povo Apurinã,Data inicial: 09/08/2022 Data final: 09/08/2022,"16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Demarcação de terras​
Políticas indigenistas​
Marco temporal​
Direito ao território​
Direitos originários​
Patrimônio territorial​",,Amazônia
FLO250522A,"mai. 25, 2022",Norte , Amazonas , Tefé,1304203,Evento , Roda de Conversa,Outros,Povo Kokama,Data inicial: 13/05/2022 Data final: 13/05/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Autonomia
Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Mineração​
Direitos originários​",,Amazônia
FLO250522B,"mai. 25, 2022",Norte , Amazonas , Tefé,1304203,Comunicativa, Carta Pública de Denúncia,Outros,Povo Kokama,Data inicial: 10/05/2022 Data final: 10/05/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO300322A,"mar. 30, 2022",Norte , Pará , Acará,1500206,Encontro , Reunião de Construção de Agenda,Outros,Malungu,Data inicial: 15/03/2023 Data final: 17/03/2023,12; Consumo e Produção Responsáveis,Práticas Sustentáveis de Desenvolvimento,"Outros
Defesa ambiental​
Direito ao território​",,Amazônia
FLO270422A,"abr. 27, 2022",Norte , Pará , Acará,1500206,Comunicativa, Participação em Coletiva de Imprensa,Outros,Associação Indígena Tembé do Vale do Acará (Mirian Tembé Nunes),Data inicial: 27/04/2022 Data final: 27/04/2022,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Regularização de terras,"Outros
Racismo étnico​
Patrimônio territorial​",,Amazônia
FLO130322A,"mar. 13, 2022",Norte , Pará , Acará,1500206,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Povo Tembé,Data inicial: 10/03/2022 Data final: 10/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​
Saúde indígena​",,Amazônia
FLO130322B,"mar. 13, 2022",Norte , Pará , Acará,1500206,Comunicativa, Vídeo de Denúncia,NI,Paratê Tembé,Data inicial: 10/03/2022 Data final: 10/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​
Direito ao território​
Saúde indígena​",,Amazônia
FLO231122A,"nov. 23, 2022",Norte , Pará , Altamira,1500602,Evento , Celebração,Outros,Associação Iakiô Panará,Data inicial: 15/10/2022 Data final: 17/10/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre",Retomada,"Direito ao território​
Cultura​",,Amazônia
FLO220522B,"mai. 22, 2022",Norte , Pará , Altamira,1500602,Paraestatal, Autodefesa do Território,Outros,Povo Kayapó; Terra Indígena Baú,,15; Vida Terrestre,,Combate ao garimpo​,NI/05/2022,Amazônia
FLO130122A,"jan. 13, 2022",Norte , Pará , Belém,1501402,Comunicativa, Carta Pública de Denúncia,Outros,Prelazia do Alto Xingu-Tucumã; Movimento Xingu Vivo para Sempre; Comitê Dorothy; Instituto José Claudio e Maria; Movimento de Mulheres Trabalhadoras de Altamira Campo e Cidade; Coletivo de Mulheres Negras Maria Maria; Comitê em Defesa das Crianças Altamirenses; Conselho Ribeirinho; GDA- Grupo de Defesa da Amazônia; Associação de Mulheres de Altamira e Região; SINTEPP. Regional Transamazônica e Xingu; Centro de Formação do Negro e Negra da Transamazônica e Xingu; Núcleos guardiões do Médio Xingu; Fórum Mudanças Climáticas e Justiça Socioambiental- FMCJS; Instituto Madeira Vivo-IMV; Coletivo Indígena Mura de Porto Velho-COINMU; Comitê Binacional de Defesa da Vida Amazônica na bacia do rio Madeira-COMVIDA; Associação das Comunidades Montanha e Mangabal; Projeto Saúde e Alegria - Caetano Scannavino; International Rivers; Coalizão para a Proteção Permanente de Rios do Brasil; Instituto Paulo Fonteles de Direitos Humanos; Centro de Estudos e Defesa do Negro do Pará – CEDENPA; Movimento Nacional de Direitos Humanos – MNDH; Movimento de Mulheres do Campo e da Cidade – MMCC; International Accountability Project; Instituto Maíra; Associação Indígena do Povo Arara da Cachoeira Seca – KOWIT; Associação de Mulheres do Areia II; Marcha Mundial por Justiça Climática; Marcha Mundial do Clima; Instituto Transformance: Cultura& Educação; Rede Brasileira de Arteducadores; Projeto Rios de Encontro; Ecoa - Ecologia a Ação; Coletivo Tela Firme; GT Infra - Infraestrutura e Justiça Ambiental; Movimento Tapajós Vivo; Coordenação Nacional de Lutas – CONLUTAS; Articulação pela Convivência com Amazonia – ARCA; Rede Nacional de Advogados e Advogadas Populares – RENAP; Rede Eclesial Pan Amazônica- REPAM Brasil; Comitê REPAM Xingu; FAOR - Fórum da Amazônia Oriental; Amazon Watch; Conselho Indigenista Missionário Regional Norte 2 (Pará e Amapá); CSP Conlutas; Instituto Idade Mídia Comunicação para a Cidadania.,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​",,Amazônia
FLO070122A,"jan. 7, 2022",Norte , Pará , Belém,1501402,Comunicativa, Carta Pública de Denúncia Online,Outros,Líder do Povo Tupinambá,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Direito ao território​",,Amazônia
FLO010522B,"abr. 30, 2022",Norte , Pará , Belém,1501402,Arrecadação de Recursos ou Execução de Serviços , Campanha de Solidariedade Socioeconômica,Outros,Associação de Mulheres Indígenas da Região do município de Oriximiná (Amirmo),,"1; Erradicação da Pobreza
2; Fome Zero e Agricultura Sustentável
3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Direito ao território​
Autonomia​
Saberes tradicionais​",NI/NI/2017,Amazônia
FLO290722A,"jul. 29, 2022",Norte , Pará , Belém,1501402,Deslocamento Coletivo , Marcha,Outros,FOSPA,Data inicial: 28/07/2022 Data final: 28/07/2022,"3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Preservação ambiental​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Idiomas indígenas​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Amazônia
FLO060822A,"ago. 6, 2022",Norte , Pará , Belém,1501402,Evento , Roda de Conversa,Outros,Conselho Indigenista Missionário (CIMI),Data inicial: 29/07/2022 Data final: 29/07/2022,"12; Consumo e Produção Responsáveis
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Direito ao território​
Segurança Territorial​
Desmatamento​
Patrimônio territorial​
Florestania​",,Amazônia
FLO270422D,"abr. 27, 2022",Norte , Pará , Belém,1501402,Comunicativa, Participação em Coletiva de Imprensa,Outros,Associação Indígena Tembé de Tomé-Açú (Aitta) - Paratê Tembé,Data inicial: 27/04/2022 Data final: 27/04/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Agronegócio,"Defesa ambiental​
Segurança Territorial​",,Amazônia
FLO040822D,"ago. 4, 2022",Norte , Pará , Belém,1501402,Evento , Fórum,Outros,Fórum Social PanAmazônico (Fospa),Data inicial: 28/07/2022 Data final: 31/07/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
7; Energia Limpa e Acessível
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Autonomia
Racismo institucional​
Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Racismo étnico​
Questões de gênero​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Saúde indígena​
Segurança Territorial​
Indígenas LBTQIA+​
Mineração​
Agrotóxicos ​
Mudanças Climáticas​
Desmatamento​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Amazônia
FLO040822E,"ago. 4, 2022",Norte , Pará , Belém,1501402,Comunicativa, Carta Cosmopolítica,Outros,Fórum Social PanAmazônico (Fospa),Data inicial: 31/07/2022 Data final: 31/07/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
7; Energia Limpa e Acessível
11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Autonomia
Racismo institucional​
Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Racismo étnico​
Questões de gênero​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Saúde indígena​
Saúde quilombola​
Segurança Territorial​
Indígenas LBTQIA+​
Mineração​
Agrotóxicos ​
Barragens ​
Cultura​
Mudanças Climáticas​
Desmatamento​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​",,Amazônia
FLO250722A,"jul. 25, 2022",Norte , Pará , Belém,1501402,Evento , Conferência,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 27/07/2022 Data final: 28/07/2022,15; Vida Terrestre,,"Combate ao garimpo​
Defesa ambiental​
Barragens ​",,Amazônia
FLO300722A,"jul. 30, 2022",Norte , Pará , Belém,1501402,Evento , Fórum,Outros,Ribeirinhos; Defensores dos direitos humanos; Defensores da natureza,Data inicial: 28/07/2022 Data final: 31/07/2022,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Mudanças Climáticas​
Direitos originários​",,Amazônia
FLO020922E,"set. 2, 2022",Norte , Pará , Belém,1501402,Comunicativa,Carta de compromisso,Outros,Federação dos Povos Indígenas do Pará (Fepipa),Data inicial: 01/09/2022 Data final: 01/09/2022,"3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​
Florestania​",,Amazônia
FLO020922F,"set. 2, 2022",Norte , Pará , Belém,1501402,Comunicativa,Carde de demandas,Outros,Comunidades extrativistas do Pará; Pescadores do Pará.,Data inicial: 02/09/2022 Data final: 02/09/2022,"8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO020922G,"set. 2, 2022",Norte , Pará , Belém,1501402,Evento , Roda de Conversa,Outros,Federação dos Povos Indígenas do Pará -Fepipa; Quilombolas do Pará; Extrativistas do Pará; Pescadores do Pará.,Data inicial: 01/09/2022 Data final: 01/09/2022,"2; Fome Zero e Agricultura Sustentável
3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Preservação ambiental​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​
Florestania​",,Amazônia
FLO101222A,"dez. 10, 2022",Norte , Pará , Belém,1501402,Evento , Celebração,Outros,Povo Warao,Data inicial: 10/12/2022 Data final: 10/12/2022,"3; Saúde e Bem-Estar
17; Parcerias e Meios de Implementação",,"Cultura​
Direitos originários​",,Amazônia
FLO200922F,"set. 20, 2022",Norte , Pará , Belém,1501402,Encontro , Reunião de Articulação,Outros,Indígenas; Quilombolas; Povos de terreiro; Ribeirinhos.,Data inicial: 20/09/2022 Data final: 21/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Preservação ambiental​
Demarcação de terras​
Direito ao território​
Mudanças Climáticas​
Direitos originários​",,Amazônia
FLO200922G,"set. 20, 2022",Norte , Pará , Belém,1501402,Comunicativa, Carta Cosmopolítica,Outros,Indígenas; Quilombolas; Povos de terreiro; Ribeirinhos.,Data inicial: 21/09/2022 Data final: 21/09/2022,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Preservação ambiental​
Demarcação de terras​
Segurança Territorial​
Mudanças Climáticas​
Direitos originários​",,Amazônia
FLO240522G,"mai. 24, 2022",Norte , Pará , Belém,1501402,Evento ,Exposição,Outros,Federação dos Povos Indígenas do Pará (Fepipa); Refugiados; a Coordenação das Associações das Comunidades Remanescentes de Quilombo do Pará (Malungu),,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Arte,"Outros
Cultura​
Saberes tradicionais​",NI/05/2022,Amazônia
FLO020922D,"set. 2, 2022",Norte , Pará , Bom Jesus do Tocantins,1501576,Encontro , Reunião de Reivindicação de Ato do Executivo,Outros,Povo Gavião Akratikatejê,Data inicial: 02/09/2022 Data final: 02/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Segurança Territorial​
Patrimônio territorial​",,Amazônia
FLO050822D,"ago. 5, 2022",Norte , Pará , Bujaru,1501907,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Comunidade Quilombola (Não especificado),Data inicial: 05/08/2022 Data final: 05/08/2022,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Defesa ambiental​
Preservação ambiental​
Saúde quilombola​",,Amazônia
FLO240522A,"mai. 24, 2022",Norte , Pará , Bujaru,1501907,Comunicativa, Carta Pública de Denúncia,Outros,Comunidades quilombolas dos municípios de Bujaru e de Concórdia; Associação dos Remanescentes de Quilombo do Cravo (ARQUIC); Coordenação das Associações das Comunidades Remanescentes de Quilombos do Pará – MALUNGU; Movimento Negro Unificado (MNU);,,"11; Cidades e Comunidades Sustentáveis
14; Vida na Água",Racismo ambiental,"Outros
Defesa ambiental​
Preservação ambiental​
Agrotóxicos ​",NI/05/2022,Amazônia
FLO020922A,"set. 2, 2022",Norte , Pará , Cametá,1502103,Encontro , Reunião de Articulação,Outros,,Data inicial: 27/08/2022 Data final: 28/08/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Racismo institucional​
Direito ao território​
Patrimônio territorial​",,Amazônia
FLO27022022A,"fev. 27, 2022",Norte , Pará , Ipixuna do Pará,1503457,Judicialização , Ofício de Reinvindicação de Ato do Executivo,NI,povo Amanayé,undefined,10; Redução das Desigualdades,,Políticas indigenistas​,NI/NI/2018,Amazônia
FLO020522D,"mai. 2, 2022",Norte , Pará , Itaituba,1503606,Judicialização , Ação Civil Publica,Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab),Povo Munduruku,,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Racismo étnico​
Políticas indigenistas​
Direito ao território​
Saúde indígena​
Segurança Territorial​
Mineração​
Desmatamento​
Direitos originários​
Patrimônio territorial​",NI/05/2022,Amazônia
FLO110322B,"mar. 11, 2022",Norte , Pará , Itaituba,1503606,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Garimpeiros Independentes do Alto Tapajós,Data inicial: 11/11/2021 Data final: 13/03/2022,8; Trabalho Decente e Crescimento Econômico,Queima de Maquinário; Garimpo Ilegal,Outros,,Amazônia
FLO170922A,"set. 17, 2022",Norte , Pará , Moju,1504703,Encontro , Reunião de Denúncia,Outros,Comunidade Poacê; Território Quilombola Jambuaçu; Associação Bambaê,Data inicial: 14/09/2022 Data final: 14/09/2022,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​",,Amazônia
FLO210522B,"mai. 21, 2022",Norte , Pará , Novo Progresso,1505031,Comunicativa, Vídeo de Denúncia,Outros,Povo Kayapó; Terra Indígena Baú,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Segurança Territorial​
Mineração​",NI/05/2022,Amazônia
FLO240522F,"mai. 24, 2022",Norte , Pará , Novo Progresso,1505031,Comunicativa, Nota de Repúdio,Outros,Povo Kayapó; Terra Indígena Baú,,15; Vida Terrestre,,"Segurança Territorial​
Mineração​",NI/05/2022,Amazônia
FLO24022022B,"abr. 17, 2023",Norte , Pará , Oriximiná,1505304,Judicialização , Ação Civil Publica,Outros,povo Zo’é,undefined,16; Paz Justiça e Instituições Eficazes,,"Defesa ambiental​
Preservação ambiental​
Mineração​",NI/NI/2019,Amazônia
FLO230522I,"mai. 23, 2022",Norte , Pará , Parauapebas,1505536,Interseccionalidade institucional , Participação em Audiência Publica,Outros,Povo Xikrin,Data inicial: 17/05/2022 Data final: 17/05/2022,"9; Indústria, Inovação e Infraestrutura",Infraestrutura,"Outros
Direitos originários​",,Amazônia
FLO230222A,"fev. 23, 2022",Norte , Pará , Redenção,1506138,Judicialização , Ação Civil Publica,Outros,Povos Xikrin e Kayapó,undefined,"14; Vida na Água
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​
Direito ao território​
Mineração​",NI/NI/2012,Amazônia
FLO020522C,"mai. 1, 2022",Norte , Pará , Rondon do Pará,1506187,Judicialização , Ação Civil Publica,Outros,Associação Indígena Tembé de Tomé-Açú (Aitta); Comunidades Quilombolas,,"3; Saúde e Bem-Estar
4; Educação de Qualidade
6; Água Potável e Saneamento
8; Trabalho Decente e Crescimento Econômico
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Defesa ambiental​
Demarcação de terras​
Direito ao território​
Segurança Territorial​
Direitos originários​
Patrimônio territorial​",NI/05/2022,Amazônia
FLO240722A,"jul. 24, 2022",Norte , Pará , Santa Luzia do Pará,1506559,Festividades e Ritual , Ritual Indígena,Outros,Povo Tembé; Povo Gavião-Parkatêjê,Data inicial: 11/07/2022 Data final: 17/07/2022,10; Redução das Desigualdades,,"Questões de gênero​
Cultura​",,Amazônia
FLO040522C,"mai. 3, 2022",Norte , Pará , Santarém,1506807,Encontro , Reunião de Negociação,Outros,Núcleo de Questões Agrárias e Fundiárias do MPPA,Data inicial: 26/04/2022 Data final: 29/04/2022,"1; Erradicação da Pobreza
3; Saúde e Bem-Estar
4; Educação de Qualidade
6; Água Potável e Saneamento
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Saúde quilombola​
Segurança Territorial​
Cultura​
Autonomia​
Educação​
Patrimônio territorial​
Florestania​",,Amazônia
FLO010422A,"abr. 1, 2022",Norte , Pará , Santarém,1506807,Encontro , Reunião de Reivindicação de Ato do Executivo,Outros,Federação das Organizações Quilombolas de Santarém (FOQS),Data inicial: 29/03/2022 Data final: 01/04/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis",Regularização de terras,"Preservação ambiental​
Direito ao território​",,Amazônia
FLO180722A,"jul. 18, 2022",Norte , Pará , Santarém,1506807,Evento , Fórum,NI,Ribeirinhos,Data inicial: 06/07/2022 Data final: 08/07/2022,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​
Florestania​",,Amazônia
FLO100922A,"set. 10, 2022",Norte , Pará , Santarém,1506807,Encontro , Reunião de Reivindicação de Ato do Judiciário,Outros,Liderança do Povo Borari,Data inicial: 09/09/2022 Data final: 09/09/2022,"6; Água Potável e Saneamento
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Saneamento Básico​,,Amazônia
FLO080922I,"set. 8, 2022",Norte , Pará , Santarém,1506807,Evento , Roda de Conversa,Outros,Quilombo de Murumuru; Federação das Organizações Quilombolas de Santarém - FOQS,Data inicial: 07/09/2022 Data final: 07/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Cultura​
Saberes tradicionais​",,Amazônia
FLO080922J,"set. 8, 2022",Norte , Pará , Santarém,1506807,Comunicativa, Entrevista Concedida,Outros,Representante da Federação das Organizações Quilombolas de Santarém - FOQS,Data inicial: 07/09/2022 Data final: 07/09/2022,"15; Vida Terrestre
17; Parcerias e Meios de Implementação",,"Cultura​
Saberes tradicionais​",,Amazônia
FLO051222B,"dez. 5, 2022",Norte , Pará , Santarém,1506807,Evento , Feira,Outros,"Associação Indígena Katxuyana, Tunayana e Kahyana (AIKATUK); Associação de Mulheres Indígenas da Região de Oriximiná (AMIRMO); a Associação de Mulheres Indígenas Waiana e Aparai (Amiwa); Mulheres Turismo Katxuyana e Txikiyana (Amitikatxi); Associação Indígena Borari de Alter do Chão (AIBAC); Coletivo de mulheres indígenas Sapú Borari; Cooperativa Mista dos Povos e Comunidades Tradicionais da Calha Norte (Coopaflora)",Data inicial: 05/12/2022 Data final: 05/12/2022,"8; Trabalho Decente e Crescimento Econômico
17; Parcerias e Meios de Implementação",,"Autonomia
Cultura​",,Amazônia
FLO021222F,"dez. 2, 2022",Norte , Pará , Santarém,1506807,Encontro , Reunião de Articulação,"NI
Outros",Povos Índígenas de Wayamu; Povos Índígenas de Tumucumaque; Povos Quilombolas de Oriximiná,Data inicial: 02/12/2022 Data final: 02/12/2022,"8; Trabalho Decente e Crescimento Econômico
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
17; Parcerias e Meios de Implementação",Desenvolvimento Econômico,"Outros
Florestania​",,Amazônia
FLO141222C,"dez. 14, 2022",Norte , Pará , Santarém,1506807,Comunicativa, Live e Produção de Conteúdo,Outros,Conselho Indígena Tupinambá (Citupi),Data inicial: 10/12/2022 Data final: 11/12/2022,17; Parcerias e Meios de Implementação,Comunicação Indígena,"Outros
Autonomia",,NI
FLO220322C,"mar. 22, 2022",Norte , Pará , São Félix do Xingu,1507300,Ocupação de espaço público ou privado , Ocupação de Espaço Público,NI,,Data inicial: 21/03/2022 Data final: 21/03/2022,4; Educação de Qualidade,,"Educação​
Direitos originários​",,Amazônia
FLO190222C,"fev. 19, 2022",Norte , Pará , São Félix do Xingu,1507300,Paraestatal,Vigilância,Outros,povo Parakanã,,16; Paz Justiça e Instituições Eficazes,,Segurança Territorial​,NI/02/2022,Amazônia
FLO140422B,"fev. 14, 2022",Norte , Pará , Tailândia,1507953,Ocupação de espaço público ou privado , Acampamento,Outros,"Associação dos Remanescentes de Quilombos da Comunidade da Balsa, Turiaçu, Gonçalves e Vila Palmares do Vale do Acará",,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
17; Parcerias e Meios de Implementação",,Demarcação de terras​,,Amazônia
FLO180222B,"fev. 18, 2022",Norte , Pará , Tailândia,1507953,Encontro , Reunião de Negociação,Outros,"Associação dos Remanescentes de Quilombos da Comunidade de Balsa, Turiaçu, Gonçalves e Vila dos Palmaresdo Vale do Acará",,16; Paz Justiça e Instituições Eficazes,,Direito ao território​,,Amazônia
